5.800000,71.820000,84.580000,0.870000,0.800000,0.260000,0.210000,77.840000,47.150000,0.940000,0.110000,0.500000,1.700000,46.000000,4312.000000,1.024909
5.703333,75.896667,84.583333,0.880000,0.803333,0.253333,0.213333,77.283333,52.083333,0.950000,0.103333,0.400000,2.266667,25.333333,1945.000000,1.026786
5.818462,73.161538,84.368462,0.878462,0.804615,0.246154,0.214615,77.056923,53.035385,0.948462,0.106154,0.376923,2.400000,16.461538,882.461538,1.026409
5.766842,72.745789,84.388421,0.880000,0.800526,0.246316,0.214737,77.054737,50.410000,0.958947,0.104211,0.357895,2.484211,19.368421,1142.631579,1.027129
5.744762,75.197143,84.393810,0.889048,0.809524,0.249048,0.216667,77.011429,48.899048,0.962381,0.104286,0.328571,2.523810,17.952381,1302.476190,1.027532
5.754762,75.208571,84.337619,0.894762,0.814286,0.249048,0.217143,76.980476,48.009048,0.969048,0.104286,0.323810,2.523810,18.476190,1557.047619,1.028059
5.743333,75.060952,84.320476,0.913810,0.822857,0.250000,0.219524,76.940952,46.143333,1.000476,0.103333,0.304762,2.580952,19.428571,2093.809524,1.028750
5.710476,75.690952,84.290000,0.934286,0.834762,0.253333,0.221905,77.037619,44.941429,1.024762,0.102381,0.285714,2.623810,19.857143,2357.809524,1.029687
5.633333,77.060000,84.276190,0.972381,0.852381,0.256667,0.226667,77.072381,45.199524,1.066190,0.101429,0.290476,2.742857,17.952381,2822.047619,1.029907
5.623333,77.402857,84.285714,0.979048,0.855238,0.257143,0.227143,77.062857,45.414286,1.076190,0.100952,0.300000,2.719048,18.095238,2928.000000,1.029679
5.587619,78.744286,84.255238,0.998571,0.860000,0.256667,0.228571,77.208571,46.513333,1.104286,0.097619,0.304762,2.714286,18.000000,3028.095238,1.029142
5.558571,80.246667,84.291905,0.999048,0.855238,0.255238,0.228095,77.238095,47.393333,1.107619,0.096190,0.323810,2.723810,17.238095,3093.857143,1.027879
5.543810,83.986190,84.386667,0.984762,0.849524,0.253333,0.226667,77.234762,48.300952,1.080952,0.095714,0.328571,2.619048,15.523810,2944.571429,1.026220
5.584286,83.371905,84.386667,0.969048,0.842857,0.251905,0.225238,77.251905,48.758571,1.063333,0.096190,0.347619,2.704762,15.190476,2725.285714,1.025616
5.643810,81.127619,84.375238,0.953810,0.837619,0.248571,0.222857,77.216667,49.738095,1.049524,0.094762,0.352381,2.642857,15.000000,2176.095238,1.023168
5.684762,78.215238,84.311905,0.948095,0.836667,0.245714,0.222381,77.209048,50.041429,1.050000,0.094762,0.371429,2.685714,13.333333,1988.904762,1.023127
5.705238,73.122857,84.322381,0.937619,0.833333,0.244286,0.222857,77.092857,50.111905,1.049048,0.094762,0.361905,2.876190,12.285714,1739.952381,1.021834
