15371.472727	 24.890909	 65.476364	 84.489091	  0.826364	  0.854545	  5.925455	640.545455	
16279.300000	 23.397273	 74.311818	 84.450000	  0.791818	  0.863636	  5.750909	640.000000	
15792.218182	 26.672727	 79.510909	 84.498182	  0.814545	  0.890909	  5.568182	630.454545	
15813.672727	 23.173636	 69.590909	 84.206364	  0.785455	  0.833636	  5.931818	678.363636	
15801.218182	 26.925455	 77.232727	 84.571818	  0.815455	  0.878182	  5.683636	633.090909	
17242.681818	 27.544545	 76.772727	 84.502727	  0.795455	  0.833636	  5.920909	659.636364	
17242.681818	 27.544545	 76.772727	 84.502727	  0.795455	  0.833636	  5.920909	657.272727	
15652.845455	 26.679091	 76.588182	 84.590909	  0.815455	  0.879091	  5.681818	636.090909	
15839.663636	 20.620909	 67.053636	 84.198182	  0.770909	  0.803636	  6.025455	662.909091	
16584.181818	 25.240000	 75.399091	 84.175455	  0.820000	  0.885455	  5.972727	658.909091	
15842.372727	 28.845455	 90.625455	 84.539091	  0.813636	  0.820909	  5.811818	672.545455	
15299.527273	 25.770909	 65.394545	 84.492727	  0.815455	  0.851818	  5.916364	648.727273	
16538.272727	 24.711818	 62.309091	 84.427273	  0.823636	  0.914545	  5.719091	680.363636	
15136.836364	 23.533636	 67.767273	 83.905455	  0.799091	  0.838182	  5.888182	650.181818	
16552.718182	 23.801818	 58.822727	 84.466364	  0.822727	  0.931818	  5.711818	660.545455	
15766.145455	 27.898182	 80.085455	 84.247273	  0.820000	  0.843636	  5.857273	673.363636	
15375.518182	 25.072727	 65.642727	 84.430909	  0.826364	  0.858182	  5.886364	643.909091	
16602.072727	 25.468182	 78.890909	 84.190909	  0.820000	  0.885455	  5.957273	651.818182	
16309.672727	 23.298182	 71.513636	 84.504545	  0.793636	  0.857273	  5.837273	655.363636	
15806.081818	 21.320909	 72.746364	 84.234545	  0.856364	  1.031818	  5.450909	638.909091	
16526.100000	 28.414545	 72.535455	 84.472727	  0.826364	  0.886364	  5.670000	629.818182	
16557.063636	 21.460909	 56.423636	 84.011818	  0.839091	  0.965455	  5.826364	665.272727	
16568.518182	 25.285455	 65.813636	 84.480909	  0.810000	  0.918182	  5.568182	629.454545	
16530.009091	 29.065455	 73.308182	 84.539091	  0.835455	  0.890909	  5.687273	637.454545	
16555.545455	 23.307273	 60.655455	 84.501818	  0.806364	  0.931818	  5.615455	649.090909	
16524.536364	 23.705455	 61.639091	 84.485455	  0.833636	  0.976364	  5.568182	643.818182	
16567.127273	 23.225455	 58.619091	 84.416364	  0.824545	  0.944545	  5.694545	681.272727	
16580.890909	 26.725455	 93.645455	 84.463636	  0.829091	  0.896364	  5.778182	619.363636	
16191.381818	 26.580000	 79.290909	 84.730909	  0.804545	  0.877273	  5.629091	630.818182	
15846.272727	 20.010000	 65.470909	 84.161818	  0.768182	  0.816364	  6.003636	656.909091	
16587.136364	 24.508182	 64.235455	 84.376364	  0.803636	  0.895455	  5.764545	671.000000	
15372.209091	 26.445455	 67.869091	 84.495455	  0.827273	  0.850909	  5.861818	631.181818	
15565.981818	 24.810000	 73.295455	 84.387273	  0.805455	  0.875455	  5.724545	655.272727	
15390.454545	 24.820000	 65.480909	 84.484545	  0.827273	  0.855455	  5.923636	640.727273	
16570.690909	 21.705455	 57.151818	 84.026364	  0.841818	  0.964545	  5.846364	680.545455	
16528.081818	 27.254545	 70.896364	 84.506364	  0.812727	  0.887273	  5.613636	617.454545	
16559.990909	 31.638182	 78.613636	 84.524545	  0.849091	  0.875455	  5.692727	620.727273	
17284.063636	 27.036364	 75.050000	 84.522727	  0.780000	  0.801818	  6.078182	643.272727	
15842.436364	 21.785455	 71.929091	 84.203636	  0.870000	  1.030909	  5.594545	695.545455	
15850.809091	 22.218182	 66.474545	 84.315455	  0.791818	  0.862727	  5.858182	666.090909	
15158.254545	 23.428182	 66.780909	 84.007273	  0.791818	  0.825455	  5.912727	654.454545	
15829.454545	 22.544545	 73.170909	 84.151818	  0.862727	  0.991818	  5.772727	702.454545	
16577.436364	 24.815455	 87.716364	 84.489091	  0.852727	  1.014545	  5.346364	611.090909	
15367.400000	 24.880909	 65.490909	 84.498182	  0.825455	  0.854545	  5.929091	638.545455	
16567.618182	 30.519091	 74.646364	 84.398182	  0.850909	  0.897273	  5.628182	618.636364	
15794.327273	 23.502727	 71.828182	 84.276364	  0.797273	  0.850000	  5.835455	670.454545	
16600.600000	 24.287273	 83.771818	 84.550000	  0.851818	  1.028182	  5.310909	609.636364	
16536.518182	 24.789091	 70.174545	 84.110000	  0.821818	  0.892727	  5.962727	676.636364	
16483.954545	 24.692727	 62.907273	 84.479091	  0.830909	  0.971818	  5.533636	630.272727	
15372.500000	 27.686000	 71.224000	 84.504000	  0.838000	  0.852000	  5.862000	634.200000	
17252.709091	 27.487273	 76.680000	 84.499091	  0.799091	  0.837273	  5.922727	635.000000	
15821.527273	 19.935455	 64.969091	 84.206364	  0.768182	  0.830909	  5.940909	649.636364	
16547.063636	 24.836364	 62.800909	 84.403636	  0.824545	  0.912727	  5.722727	674.090909	
14962.254545	 28.082727	 67.468182	 84.579091	  0.841818	  0.860909	  5.713636	644.454545	
17273.327273	 27.100909	 75.080000	 84.513636	  0.780000	  0.804545	  6.059091	639.909091	
15327.481818	 25.330909	 65.354545	 84.494545	  0.820909	  0.855455	  5.912727	657.000000	
14924.736364	 29.759091	 70.855455	 84.638182	  0.851818	  0.873636	  5.692727	648.818182	
16581.463636	 21.549091	 56.760000	 84.039091	  0.840000	  0.964545	  5.840000	669.090909	
16543.954545	 29.414545	 73.654545	 84.554545	  0.841818	  0.894545	  5.696364	638.181818	
15751.900000	 26.333636	 82.681818	 84.490000	  0.800909	  0.790000	  5.972727	672.727273	
16557.390909	 25.145455	 89.420000	 84.523636	  0.855455	  0.991818	  5.460909	619.000000	
16602.554545	 25.651818	 83.737273	 84.158182	  0.820909	  0.887273	  5.930000	638.454545	
16032.954545	 22.958182	 68.730000	 84.510000	  0.793636	  0.861818	  5.846364	664.727273	
15819.336364	 23.140909	 68.862727	 84.210909	  0.785455	  0.833636	  5.927273	660.363636	
15807.272727	 22.735455	 67.191818	 84.128182	  0.783636	  0.836364	  5.908182	662.272727	
16580.018182	 26.300909	 91.291818	 84.399091	  0.829091	  0.895455	  5.830000	617.818182	
15557.754545	 25.011818	 73.470000	 84.354545	  0.809091	  0.873636	  5.750000	652.727273	
16485.645455	 25.324545	 63.994545	 84.505455	  0.831818	  0.972727	  5.510909	624.545455	
16281.245455	 23.286364	 72.080909	 84.488182	  0.792727	  0.858182	  5.815455	657.090909	
