37.400289 19.241269 0.564544 33.694076 1.512246 21.150906 11.704076 66.265915 35.182464 82.941416 97.098347 97.824415 108.462846 95.668149 96.712086 115.010371 49.528953 49.333500 
37.400155 19.274058 0.564563 33.729708 1.511773 21.280961 11.910162 66.278507 35.171659 82.691307 97.061852 97.790505 108.439455 95.631199 96.675643 115.029265 49.663449 49.405300 
37.400053 19.286016 0.564535 33.809194 1.511970 21.047973 12.844354 66.313635 35.158075 82.956232 96.960360 97.629708 108.178264 95.563138 96.597323 114.829539 49.537791 49.547900 
37.400183 19.271707 0.564481 33.714715 1.513016 21.103268 13.061024 66.318105 35.178324 83.206430 97.002382 97.661359 108.189330 95.600457 96.634881 114.855817 49.862389 49.388400 
37.400424 19.246029 0.564483 33.666120 1.512674 21.350845 13.179034 66.296203 35.173219 82.844777 97.162082 97.767724 108.448404 95.710265 96.761785 115.168832 50.505109 49.139500 
37.400486 19.222462 0.564493 33.660891 1.512520 21.285761 12.880091 66.271197 35.169758 82.873562 97.208574 97.824384 108.515185 95.745790 96.802038 115.234410 50.140619 49.066500 
37.400376 19.211360 0.564532 33.708252 1.513045 21.118382 11.627398 66.308567 35.143795 83.205468 97.084560 97.766606 108.380616 95.666158 96.702898 114.959684 49.531013 49.037900 
37.400243 19.262837 0.564394 33.797723 1.512357 21.045070 13.215355 66.309956 35.203945 83.317495 97.118716 97.670610 108.297249 95.699362 96.738654 114.972443 49.745183 48.889200 
37.401566 19.214974 0.564505 33.461069 1.514125 21.282443 11.742193 66.256138 35.205304 83.196118 97.206412 98.027961 108.509697 95.754812 96.806830 115.116846 49.920530 48.339200 
37.400504 19.241578 0.564479 33.478621 1.514284 21.282632 13.075808 66.277704 35.170296 83.125752 97.040796 97.757772 108.278262 95.624819 96.665031 114.919359 50.506701 48.339100 
37.400747 19.233403 0.564521 33.647244 1.512701 21.263328 12.027189 66.280610 35.187840 83.012254 97.212874 97.885732 108.456522 95.758961 96.810377 115.167153 49.839683 48.215500 
37.401527 19.247630 0.564422 33.328278 1.516402 21.319092 12.936197 66.271725 35.220742 83.431013 97.084582 97.856691 108.291720 95.664793 96.706344 114.923745 50.740105 48.096700 
37.400241 19.269369 0.564550 33.799415 1.512267 21.141429 11.477231 66.347458 35.178846 83.005528 97.069119 97.738315 108.355530 95.652900 96.688271 114.946184 49.462467 48.049400 
37.400803 19.250202 0.564550 33.751263 1.513108 21.331302 11.172037 66.393153 35.172483 83.005220 97.171027 97.840783 108.428583 95.732259 96.770911 115.096302 49.672536 48.193500 
37.400983 19.263861 0.564501 33.831662 1.513484 21.306139 11.862854 66.494024 35.184110 83.181872 97.230873 97.742580 108.393240 95.790960 96.825522 115.141839 49.873425 48.409500 
37.401128 19.255624 0.564476 33.784932 1.515260 21.140297 11.441122 66.479131 35.201591 83.695750 97.123377 97.732368 108.332483 95.716716 96.741302 114.920931 49.600794 48.416300 
37.401206 19.226108 0.564475 33.802128 1.514138 21.154001 11.538850 66.442877 35.174893 83.562403 97.226025 97.759933 108.390899 95.797685 96.828937 115.068945 49.616807 48.291600 
37.401066 19.284258 0.564435 33.800271 1.514397 21.224408 12.329082 66.482429 35.224752 83.456633 97.171213 97.716562 108.337483 95.750063 96.780390 115.001691 49.944885 48.172700 
37.402413 19.276089 0.564464 33.599073 1.516400 21.183005 11.399300 66.380512 35.271300 83.832810 97.135967 97.858037 108.301905 95.727081 96.756801 114.902587 49.736678 48.031500 
37.403401 19.311067 0.564450 33.738776 1.515077 21.278377 11.504756 66.468227 35.304243 83.695961 97.275402 97.849527 108.315308 95.846541 96.878370 115.046430 49.867050 47.688800 
37.401221 19.333975 0.564538 33.702114 1.513801 21.178536 10.982477 66.390158 35.294704 83.571140 97.094308 97.834760 108.155091 95.691830 96.719712 114.871745 49.495202 47.631200 
37.400794 19.353039 0.564574 33.747663 1.512335 21.555433 10.776741 66.410576 35.247386 82.779826 97.131572 97.938159 108.320637 95.697245 96.735208 115.039820 49.621104 47.592900 
37.400554 19.289342 0.564499 33.746833 1.513480 21.257602 12.400827 66.396781 35.212742 83.133059 97.098432 97.730682 108.341878 95.678308 96.713769 114.965157 49.959736 47.794000 
37.401698 19.301628 0.564419 33.748871 1.513517 21.156938 12.062763 66.372836 35.305910 83.616963 97.268989 97.819917 108.340266 95.835985 96.875240 115.057206 49.740795 47.970500 
37.401374 19.352675 0.564482 33.818531 1.512257 21.247210 12.087103 66.394378 35.329548 83.285769 97.343293 97.816010 108.252837 95.893511 96.938739 115.185211 49.791832 47.872900 
37.400845 19.356326 0.564488 33.742879 1.513471 21.241766 12.226298 66.405779 35.313498 83.306801 97.111317 97.755729 108.252671 95.697175 96.730592 114.921421 49.892752 47.928600 
37.400595 19.390363 0.564507 33.852127 1.512080 21.192936 12.098918 66.420108 35.342387 83.180096 97.194057 97.738346 108.222439 95.768384 96.804362 115.010451 49.650731 47.927100 
37.400467 19.376381 0.564531 33.789360 1.512570 21.359611 12.439080 66.431969 35.265130 82.989600 97.088708 97.712090 108.115222 95.672332 96.706472 114.944050 50.071446 48.141000 
37.400809 19.290228 0.564509 33.717690 1.513074 21.330273 12.376428 66.369866 35.214129 83.102386 97.168527 97.776569 108.272851 95.734272 96.774771 115.057555 50.099295 48.287500 
37.401020 19.294698 0.564525 33.750280 1.513527 21.308076 11.647160 66.427617 35.213152 83.255199 97.153152 97.774803 108.221966 95.730434 96.763309 114.998720 49.853582 48.297600 
37.400425 19.349166 0.564536 33.845064 1.512090 21.225718 11.975306 66.426277 35.240959 83.105350 97.140806 97.708272 108.084217 95.721934 96.754771 114.985701 49.680993 48.602800 
37.402260 19.258727 0.564477 33.419867 1.515207 21.423446 12.481532 66.301400 35.219295 83.347832 97.174437 97.909321 108.237811 95.738967 96.783483 115.030948 50.656761 48.518200 
37.400336 19.311855 0.564514 33.852536 1.511965 21.183355 12.528267 66.396911 35.207228 83.088459 97.168622 97.689077 108.150655 95.741498 96.778225 115.047965 49.737836 48.575700 
37.401281 19.257927 0.564516 33.617485 1.513784 21.390660 12.140239 66.349584 35.182712 83.192157 97.179425 97.827002 108.216955 95.743639 96.784657 115.068807 50.245337 48.518000 
37.400542 19.275935 0.564521 33.834839 1.512299 21.312623 12.423594 66.427987 35.163538 83.027118 97.223727 97.710972 108.185993 95.781820 96.820925 115.167749 49.983481 48.560700 
37.400591 19.302796 0.564561 33.743199 1.513399 21.324543 11.078599 66.442281 35.178440 83.144098 97.045404 97.752005 108.064950 95.640725 96.669185 114.887694 49.661590 48.539400 
37.400613 19.307888 0.564554 33.817026 1.512770 21.302594 11.267832 66.469590 35.185704 83.139055 97.117394 97.733124 108.087734 95.702644 96.731299 114.968109 49.661540 48.571300 
37.401098 19.284233 0.564564 33.564378 1.513845 21.601121 11.271323 66.376999 35.165543 82.972794 97.084706 97.862110 108.081394 95.663285 96.698940 114.971330 50.195466 48.654000 
